Ticker,Date,Open,High,Low,Close,Volume
QAN,20130325,1.71,1.73,1.7,1.72,5980690
QAN,20130326,1.71,1.735,1.71,1.72,7554515
QAN,20130327,1.73,1.765,1.73,1.76,10291981
QAN,20130328,1.75,1.787,1.745,1.785,10519299
QAN,20130402,1.795,1.855,1.795,1.83,10305277
QAN,20130403,1.85,1.895,1.835,1.86,17566422
QAN,20130404,1.835,1.84,1.785,1.8,13896047
QAN,20130405,1.805,1.82,1.745,1.76,15996499
QAN,20130408,1.725,1.745,1.695,1.735,16440525
QAN,20130409,1.755,1.77,1.745,1.76,13926954
QAN,20130410,1.725,1.795,1.725,1.79,7249077
QAN,20130411,1.76,1.805,1.755,1.79,7300499
QAN,20130412,1.765,1.8,1.765,1.785,3537477
QAN,20130415,1.76,1.775,1.705,1.74,8195262
QAN,20130416,1.71,1.74,1.685,1.74,5868297
QAN,20130417,1.74,1.79,1.73,1.785,8739228
QAN,20130418,1.755,1.772,1.715,1.72,8239869
QAN,20130419,1.745,1.76,1.735,1.75,5173055
QAN,20130422,1.75,1.78,1.75,1.775,4166101
QAN,20130423,1.785,1.81,1.785,1.81,10501951
QAN,20130424,1.835,1.89,1.835,1.88,14519830
QAN,20130426,1.83,1.87,1.805,1.805,6982816
QAN,20130429,1.825,1.85,1.81,1.85,8090375
QAN,20130430,1.875,1.9,1.852,1.9,11204696
QAN,20130501,1.865,1.885,1.85,1.865,5800966
QAN,20130502,1.875,1.88,1.835,1.85,13321461
QAN,20130503,1.88,1.89,1.745,1.775,15881415
QAN,20130506,1.805,1.835,1.785,1.835,11071644
QAN,20130507,1.825,1.83,1.79,1.805,12888024
QAN,20130508,1.8,1.83,1.795,1.805,7215896
QAN,20130509,1.795,1.815,1.79,1.815,5686986
QAN,20130510,1.81,1.825,1.805,1.82,6328570
QAN,20130513,1.815,1.82,1.75,1.755,11406594
QAN,20130514,1.765,1.772,1.72,1.72,11994870
QAN,20130515,1.75,1.75,1.7,1.715,5708554
QAN,20130516,1.705,1.705,1.66,1.665,17474433
QAN,20130517,1.665,1.67,1.61,1.645,34383567
QAN,20130520,1.65,1.67,1.645,1.645,15124637
QAN,20130521,1.635,1.65,1.612,1.635,15129217
QAN,20130522,1.63,1.635,1.58,1.6,18858463
QAN,20130523,1.605,1.62,1.57,1.585,9595277
QAN,20130524,1.59,1.595,1.545,1.56,11292104
QAN,20130527,1.54,1.565,1.51,1.56,7936001
QAN,20130528,1.55,1.555,1.515,1.52,10299631
QAN,20130529,1.55,1.635,1.545,1.6,17132100
QAN,20130530,1.56,1.6,1.555,1.585,7756849
QAN,20130531,1.59,1.62,1.58,1.595,13242627
QAN,20130603,1.58,1.6,1.55,1.56,5495021
QAN,20130604,1.55,1.58,1.55,1.565,5580992
QAN,20130605,1.54,1.55,1.475,1.475,11942905
QAN,20130606,1.45,1.505,1.45,1.485,10149161
QAN,20130607,1.46,1.47,1.435,1.445,12581476
QAN,20130611,1.465,1.465,1.41,1.41,9528938
QAN,20130612,1.41,1.425,1.36,1.365,27615227
QAN,20130613,1.385,1.385,1.34,1.36,25436147
QAN,20130614,1.365,1.385,1.34,1.365,21041767
QAN,20130617,1.36,1.41,1.355,1.4,21083581
QAN,20130618,1.37,1.385,1.352,1.37,11907891
QAN,20130619,1.395,1.425,1.385,1.4,12938662
QAN,20130620,1.36,1.37,1.32,1.325,14149301
QAN,20130621,1.285,1.315,1.28,1.315,11630541
QAN,20130624,1.295,1.33,1.28,1.285,7405132
QAN,20130625,1.285,1.31,1.265,1.27,7122062
QAN,20130626,1.275,1.315,1.275,1.29,6198487
QAN,20130627,1.305,1.372,1.305,1.345,9337433
QAN,20130628,1.34,1.385,1.33,1.35,10428371
QAN,20130701,1.325,1.345,1.32,1.335,8750991
QAN,20130702,1.345,1.37,1.335,1.35,9367507
QAN,20130703,1.345,1.355,1.302,1.315,5196888
QAN,20130704,1.32,1.34,1.302,1.305,4040751
QAN,20130705,1.33,1.335,1.312,1.315,4180150
QAN,20130708,1.305,1.315,1.25,1.27,12424296
QAN,20130709,1.295,1.33,1.285,1.32,7028818
QAN,20130710,1.325,1.37,1.325,1.355,8455329
QAN,20130711,1.37,1.42,1.36,1.395,7736080
QAN,20130712,1.4,1.45,1.397,1.4,8961063
QAN,20130715,1.385,1.4,1.37,1.37,4719555
QAN,20130716,1.365,1.4,1.365,1.39,6806060
QAN,20130717,1.375,1.385,1.34,1.34,9123794
QAN,20130718,1.37,1.372,1.33,1.34,6452509
QAN,20130719,1.335,1.34,1.32,1.325,8163939
QAN,20130722,1.33,1.335,1.28,1.325,8336286
QAN,20130723,1.33,1.33,1.302,1.315,4206277
QAN,20130724,1.315,1.32,1.28,1.3,12926883
QAN,20130725,1.3,1.305,1.27,1.285,8043176
QAN,20130726,1.29,1.31,1.29,1.295,5041904
QAN,20130729,1.3,1.3,1.275,1.28,4768304
QAN,20130730,1.28,1.282,1.27,1.27,7747314
QAN,20130731,1.265,1.275,1.26,1.26,7106830
QAN,20130801,1.25,1.275,1.23,1.23,13864252
QAN,20130802,1.24,1.255,1.237,1.245,8105526
QAN,20130805,1.245,1.25,1.24,1.245,4558414
QAN,20130806,1.24,1.25,1.23,1.24,10427161
QAN,20130807,1.23,1.235,1.21,1.21,16542722
QAN,20130808,1.21,1.245,1.21,1.23,10649030
QAN,20130809,1.22,1.23,1.19,1.195,8354722
QAN,20130812,1.19,1.23,1.18,1.225,9769848
QAN,20130813,1.21,1.27,1.21,1.265,10589908
QAN,20130814,1.265,1.275,1.215,1.225,11498806
QAN,20130815,1.215,1.255,1.215,1.25,11708749
QAN,20130816,1.235,1.26,1.23,1.245,6657852
QAN,20130819,1.255,1.26,1.23,1.235,5014237
QAN,20130820,1.23,1.257,1.225,1.23,5177003
QAN,20130821,1.245,1.265,1.24,1.255,7192283
QAN,20130822,1.23,1.245,1.23,1.24,10561902
QAN,20130823,1.245,1.315,1.242,1.305,16486135
QAN,20130826,1.31,1.315,1.27,1.285,6106049
QAN,20130827,1.28,1.285,1.27,1.275,5270848
QAN,20130828,1.26,1.26,1.23,1.23,8455707
QAN,20130829,1.285,1.405,1.285,1.4,40564481
QAN,20130830,1.375,1.41,1.35,1.37,24155890
QAN,20130902,1.365,1.39,1.355,1.385,6940001
QAN,20130903,1.395,1.405,1.375,1.375,8425769
QAN,20130904,1.36,1.382,1.342,1.36,12903749
QAN,20130905,1.35,1.355,1.31,1.33,14295979
QAN,20130906,1.335,1.345,1.317,1.32,8859228
QAN,20130909,1.34,1.392,1.33,1.37,14603749
QAN,20130910,1.39,1.415,1.375,1.375,12128499
QAN,20130911,1.39,1.41,1.38,1.405,10233966
QAN,20130912,1.42,1.455,1.415,1.445,17209111
QAN,20130913,1.445,1.46,1.43,1.45,10585942
QAN,20130916,1.47,1.475,1.45,1.47,9864339
QAN,20130917,1.49,1.495,1.472,1.475,7895404
QAN,20130918,1.475,1.49,1.47,1.485,9444705
QAN,20130919,1.53,1.54,1.495,1.5,14834715
QAN,20130920,1.49,1.505,1.475,1.5,8696370
QAN,20130923,1.495,1.505,1.475,1.505,3992832
QAN,20130924,1.5,1.52,1.49,1.51,6038580
QAN,20130925,1.51,1.55,1.51,1.535,14548741
QAN,20130926,1.525,1.53,1.495,1.515,7171193
QAN,20130927,1.515,1.532,1.495,1.51,5658392
QAN,20130930,1.495,1.5,1.475,1.475,6483354
QAN,20131001,1.475,1.517,1.475,1.51,7777953
QAN,20131002,1.51,1.51,1.49,1.49,11436228
QAN,20131003,1.485,1.5,1.475,1.49,4462431
QAN,20131004,1.485,1.487,1.45,1.46,6004500
QAN,20131007,1.44,1.46,1.4,1.41,5458797
QAN,20131008,1.4,1.442,1.4,1.425,8681913
QAN,20131009,1.435,1.435,1.402,1.41,10889160
QAN,20131010,1.405,1.43,1.38,1.405,15659077
QAN,20131011,1.435,1.48,1.427,1.47,10778338
QAN,20131014,1.445,1.46,1.435,1.445,3993108
QAN,20131015,1.47,1.48,1.445,1.455,4201882
QAN,20131016,1.435,1.45,1.43,1.435,4373295
QAN,20131017,1.45,1.48,1.45,1.48,6122357
QAN,20131018,1.495,1.53,1.405,1.43,17429180
QAN,20131021,1.41,1.41,1.35,1.35,18943112
QAN,20131022,1.33,1.337,1.297,1.305,17840939
QAN,20131023,1.315,1.32,1.245,1.245,27290639
QAN,20131024,1.255,1.305,1.247,1.29,27252468
QAN,20131025,1.31,1.315,1.265,1.295,21199204
QAN,20131028,1.315,1.315,1.285,1.305,21701972
QAN,20131029,1.305,1.305,1.28,1.29,8960858
QAN,20131030,1.3,1.3,1.26,1.265,14372049
QAN,20131031,1.265,1.27,1.227,1.245,15968980
QAN,20131101,1.235,1.25,1.23,1.24,9646041
QAN,20131104,1.25,1.255,1.23,1.23,12361089
QAN,20131105,1.24,1.26,1.23,1.255,7591929
QAN,20131106,1.25,1.255,1.23,1.24,10888781
QAN,20131107,1.24,1.25,1.22,1.225,8665742
QAN,20131108,1.225,1.275,1.22,1.25,11851585
QAN,20131111,1.27,1.275,1.237,1.25,8897006
QAN,20131112,1.25,1.252,1.22,1.225,11399542
QAN,20131113,1.225,1.235,1.2,1.21,10053353
QAN,20131114,1.21,1.225,1.205,1.21,4862516
QAN,20131115,1.21,1.21,1.19,1.195,11563205
QAN,20131118,1.195,1.195,1.16,1.175,10943155
QAN,20131119,1.15,1.17,1.125,1.125,21784139
QAN,20131120,1.12,1.165,1.12,1.15,15146676
QAN,20131121,1.15,1.155,1.122,1.125,9602884
QAN,20131122,1.14,1.177,1.14,1.165,11707625
QAN,20131125,1.18,1.195,1.172,1.185,8472719
QAN,20131126,1.185,1.21,1.18,1.2,11761589
QAN,20131127,1.19,1.2,1.175,1.18,6902229
QAN,20131128,1.225,1.24,1.18,1.225,33145470
QAN,20131129,1.23,1.24,1.205,1.22,23800759
QAN,20131202,1.22,1.23,1.205,1.23,9791083
QAN,20131203,1.225,1.24,1.215,1.225,9327366
QAN,20131204,1.215,1.22,1.185,1.205,18071290
QAN,20131205,1.1,1.11,0.995,1.07,80957356
QAN,20131206,1.03,1.067,1.02,1.03,17871652
QAN,20131209,1.03,1.045,0.99,0.995,21778908
QAN,20131210,0.995,1.005,0.952,0.965,24492982
QAN,20131211,0.97,0.995,0.97,0.99,9386450
QAN,20131212,0.99,0.995,0.96,0.97,8986504
QAN,20131213,0.975,1.005,0.97,1,18763799
QAN,20131216,1.015,1.04,1.01,1.035,12561785
QAN,20131217,1.05,1.057,1.027,1.03,14861095
QAN,20131218,1.04,1.05,1.03,1.03,10026232
QAN,20131219,1.04,1.06,1.035,1.05,10296251
QAN,20131220,1.065,1.087,1.06,1.085,15634608
QAN,20131223,1.085,1.1,1.085,1.095,5586368
QAN,20131224,1.1,1.102,1.085,1.1,4739091
QAN,20131227,1.1,1.112,1.095,1.1,5277200
QAN,20131230,1.115,1.115,1.09,1.095,4572433
QAN,20131231,1.09,1.107,1.09,1.095,2663575
QAN,20140102,1.095,1.107,1.09,1.1,3510953
QAN,20140103,1.1,1.102,1.092,1.1,2465519
QAN,20140106,1.1,1.1,1.075,1.09,4990674
QAN,20140107,1.09,1.105,1.085,1.09,7077354
QAN,20140108,1.1,1.11,1.095,1.1,10496818
QAN,20140109,1.1,1.14,1.092,1.12,19849695
QAN,20140110,1.13,1.13,1.09,1.105,9650914
QAN,20140113,1.12,1.12,1.102,1.12,9193916
QAN,20140114,1.115,1.12,1.09,1.095,8051221
QAN,20140115,1.1,1.135,1.09,1.095,9227480
QAN,20140116,1.1,1.122,1.1,1.11,7346883
QAN,20140117,1.11,1.117,1.095,1.1,4249108
QAN,20140120,1.095,1.125,1.095,1.115,7042813
QAN,20140121,1.12,1.125,1.11,1.12,3753997
QAN,20140122,1.12,1.12,1.1,1.105,5206588
QAN,20140123,1.115,1.117,1.095,1.105,13372162
QAN,20140124,1.095,1.11,1.095,1.1,20939738
QAN,20140128,1.1,1.105,1.07,1.09,14295779
QAN,20140129,1.095,1.1,1.09,1.095,4897287
QAN,20140130,1.09,1.095,1.077,1.09,10714818
QAN,20140131,1.09,1.1,1.082,1.1,8956234
QAN,20140203,1.09,1.095,1.08,1.085,7618071
QAN,20140204,1.07,1.08,1.057,1.065,13852557
QAN,20140205,1.06,1.07,1.025,1.03,11510683
QAN,20140206,1.03,1.055,1.03,1.04,9161434
QAN,20140207,1.055,1.08,1.05,1.065,10913886
QAN,20140210,1.09,1.1,1.075,1.09,9179942
QAN,20140211,1.085,1.107,1.085,1.1,10293496
QAN,20140212,1.11,1.127,1.105,1.115,15909153
QAN,20140213,1.12,1.205,1.11,1.185,31188309
QAN,20140214,1.19,1.225,1.175,1.215,22200380
QAN,20140217,1.225,1.257,1.22,1.24,14492506
QAN,20140218,1.24,1.24,1.215,1.225,11298515
QAN,20140219,1.215,1.22,1.2,1.21,13320080
QAN,20140220,1.21,1.22,1.185,1.19,17139607
QAN,20140221,1.21,1.26,1.21,1.25,23490737
QAN,20140224,1.235,1.25,1.23,1.24,10700326
QAN,20140225,1.24,1.255,1.23,1.235,9133529
QAN,20140226,1.245,1.282,1.24,1.27,22685899
QAN,20140227,1.27,1.275,1.147,1.155,50109555
QAN,20140228,1.15,1.182,1.145,1.165,23466555
QAN,20140303,1.17,1.17,1.142,1.15,14964089
QAN,20140304,1.15,1.155,1.13,1.135,13421598
QAN,20140305,1.125,1.14,1.105,1.14,14741024
QAN,20140306,1.14,1.165,1.14,1.15,9616302
QAN,20140307,1.16,1.16,1.135,1.14,11072296
QAN,20140310,1.13,1.135,1.11,1.12,7903673
QAN,20140311,1.125,1.13,1.09,1.1,11293476
QAN,20140312,1.1,1.105,1.082,1.09,8821370
QAN,20140313,1.1,1.11,1.085,1.095,10139256
QAN,20140314,1.09,1.115,1.075,1.085,8585454
QAN,20140317,1.085,1.095,1.07,1.08,7074792
QAN,20140318,1.085,1.09,1.075,1.085,6299994
QAN,20140319,1.08,1.105,1.077,1.09,13299743
QAN,20140320,1.095,1.102,1.065,1.075,10538822
QAN,20140321,1.075,1.085,1.065,1.07,14939789
QAN,20140324,1.065,1.07,1.045,1.065,9589186
QAN,20140325,1.045,1.05,1.03,1.035,9019259
QAN,20140326,1.035,1.07,1.03,1.055,13025434
QAN,20140327,1.05,1.09,1.047,1.075,10083282
QAN,20140328,1.07,1.1,1.07,1.085,12324934
QAN,20140331,1.095,1.115,1.09,1.105,8269208
QAN,20140401,1.105,1.11,1.087,1.105,6340706
QAN,20140402,1.115,1.135,1.11,1.125,9087067
QAN,20140403,1.13,1.145,1.127,1.14,7448851
QAN,20140404,1.14,1.16,1.13,1.145,7907816
QAN,20140407,1.14,1.155,1.135,1.155,3564459
QAN,20140408,1.15,1.155,1.145,1.155,3093766
QAN,20140409,1.16,1.207,1.155,1.185,14235292
QAN,20140410,1.19,1.205,1.19,1.19,8875172
QAN,20140411,1.18,1.19,1.177,1.185,4999304
QAN,20140414,1.185,1.195,1.175,1.18,6726187
QAN,20140415,1.175,1.195,1.175,1.18,4616215
QAN,20140416,1.185,1.205,1.185,1.195,4893091
QAN,20140417,1.205,1.22,1.195,1.205,7929327
QAN,20140422,1.21,1.21,1.2,1.21,3276382
QAN,20140423,1.22,1.23,1.202,1.205,6943412
QAN,20140424,1.215,1.24,1.202,1.225,7130138
QAN,20140428,1.22,1.235,1.215,1.225,3386072
QAN,20140429,1.235,1.235,1.21,1.22,4573185
QAN,20140430,1.22,1.23,1.217,1.22,3395795
QAN,20140501,1.225,1.23,1.215,1.215,3086734
QAN,20140502,1.22,1.252,1.22,1.225,9650622
QAN,20140505,1.23,1.23,1.22,1.22,2811101
QAN,20140506,1.22,1.24,1.22,1.23,3642020
QAN,20140507,1.22,1.235,1.22,1.22,5962514
QAN,20140508,1.23,1.255,1.225,1.245,14101586
QAN,20140509,1.245,1.25,1.23,1.235,4600365
QAN,20140512,1.24,1.245,1.22,1.22,3978980
QAN,20140513,1.23,1.235,1.22,1.23,5084196
QAN,20140514,1.24,1.272,1.227,1.265,24798461
QAN,20140515,1.255,1.262,1.23,1.245,11693704
QAN,20140516,1.24,1.275,1.24,1.255,4899628
QAN,20140519,1.255,1.26,1.2,1.235,13376847
QAN,20140520,1.24,1.245,1.232,1.24,3788544
QAN,20140521,1.23,1.235,1.215,1.225,6324707
QAN,20140522,1.235,1.275,1.235,1.27,9467496
QAN,20140523,1.28,1.352,1.275,1.33,23203242
QAN,20140526,1.325,1.36,1.3,1.36,9438794
QAN,20140527,1.36,1.385,1.352,1.375,11037516
QAN,20140528,1.38,1.4,1.375,1.39,13638973
QAN,20140529,1.385,1.41,1.38,1.395,9155641
QAN,20140530,1.4,1.42,1.397,1.405,13702725
QAN,20140602,1.4,1.41,1.39,1.405,8315608
QAN,20140603,1.41,1.43,1.385,1.385,23251662
QAN,20140604,1.39,1.39,1.34,1.355,12564603
QAN,20140605,1.35,1.365,1.345,1.355,7026886
QAN,20140606,1.355,1.385,1.35,1.375,11168058
QAN,20140610,1.38,1.415,1.38,1.41,16062922
QAN,20140611,1.395,1.41,1.385,1.39,10349845
QAN,20140612,1.375,1.38,1.35,1.35,14477803
QAN,20140613,1.31,1.345,1.29,1.345,15660547
QAN,20140616,1.325,1.33,1.315,1.325,10720598
QAN,20140617,1.3,1.32,1.295,1.31,10046242
QAN,20140618,1.295,1.305,1.28,1.285,9759985
QAN,20140619,1.32,1.335,1.31,1.33,12872488
QAN,20140620,1.33,1.355,1.33,1.34,9584021
QAN,20140623,1.35,1.35,1.325,1.335,6278065
QAN,20140624,1.315,1.325,1.305,1.31,3974334
QAN,20140625,1.3,1.33,1.29,1.325,10880043
QAN,20140626,1.31,1.335,1.31,1.33,4408904
QAN,20140627,1.33,1.34,1.325,1.335,6151547
QAN,20140630,1.33,1.335,1.26,1.26,10025064
QAN,20140701,1.255,1.277,1.232,1.26,7681470
QAN,20140702,1.25,1.26,1.24,1.25,7754880
QAN,20140703,1.25,1.26,1.24,1.25,8011769
QAN,20140704,1.27,1.29,1.26,1.27,5705455
QAN,20140707,1.26,1.275,1.255,1.26,5403698
QAN,20140708,1.25,1.275,1.235,1.26,6136972
QAN,20140709,1.245,1.245,1.215,1.215,6677702
QAN,20140710,1.21,1.22,1.197,1.205,7617806
QAN,20140711,1.2,1.3,1.2,1.285,18222172
